OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount
1056,2/3/2025,961,77,10,,
1057,11/7/2023,518,861,1,,
1058,7/14/2024,71,366,1,,
1059,2/4/2025,79,793,3,,
1060,2/22/2023,975,982,6,,
1061,2/18/2025,289,335,8,,
1062,12/24/2024,705,322,9,,
1063,8/2/2023,629,584,5,,
1064,1/17/2023,853,236,6,,
1065,4/20/2024,301,761,8,,
1066,3/29/2025,117,202,8,,
1067,5/18/2024,126,143,8,,
1068,3/17/2024,308,11,1,,
1069,2/2/2025,357,573,7,,
1070,2/25/2025,320,124,9,,
1071,6/29/2024,662,920,2,,
1072,10/19/2024,318,51,4,,
1073,4/9/2025,32,503,2,,
1074,1/30/2024,71,213,3,,
1075,2/18/2024,800,416,10,,
1076,1/20/2024,863,354,10,,
1077,7/12/2024,622,303,2,,
1078,2/22/2025,231,281,3,,
1079,4/7/2025,383,861,7,,
1080,4/12/2023,539,250,1,,
1081,7/3/2024,198,600,3,,
1082,2/13/2024,128,944,7,,
1083,5/17/2025,303,879,8,,
1084,3/28/2024,3,142,3,,
1085,6/16/2023,730,277,10,,
1086,5/4/2025,290,385,10,,
1087,2/19/2024,397,165,4,,
1088,11/29/2024,186,411,10,,
1089,12/3/2023,19,398,10,,
1090,3/31/2024,448,603,4,,
1091,6/17/2024,285,564,3,,
1092,11/22/2024,504,428,7,,
1093,1/11/2024,82,582,1,,
1094,2/6/2024,366,247,4,,
1095,11/11/2023,42,719,9,,
1096,4/19/2025,657,769,4,,
1097,9/11/2023,380,790,8,,
1098,6/6/2023,102,392,5,,
1099,8/23/2024,902,383,6,,
1100,8/18/2023,133,481,2,,
1101,4/28/2023,106,792,8,,
1102,2/16/2023,684,326,5,,
1103,12/2/2024,264,181,1,,
1104,12/4/2023,171,541,5,,
1105,6/21/2025,243,408,8,,
1106,12/6/2024,770,618,4,,
1107,3/31/2024,342,394,7,,
1108,2/10/2024,603,834,4,,
1109,11/11/2023,439,835,7,,
1110,1/3/2025,251,756,1,,
1111,8/1/2024,910,70,8,,
1112,4/2/2024,947,95,4,,
1113,5/4/2024,146,334,2,,
1114,2/21/2023,360,723,7,,
1115,3/8/2025,626,79,7,,
1116,3/20/2025,781,845,9,,
1117,12/24/2024,966,531,5,,
1118,2/28/2023,373,656,7,,
1119,9/11/2023,749,794,1,,
1120,11/3/2024,322,69,8,,
1121,9/26/2024,730,259,1,,
1122,7/6/2023,609,170,7,,
1123,7/28/2023,429,200,5,,
1124,1/7/2023,404,446,10,,
1125,6/28/2025,930,284,10,,
1126,3/25/2025,200,278,5,,
1127,2/26/2025,559,630,5,,
1128,1/12/2023,567,353,5,,
1129,3/11/2023,512,214,1,,
1130,2/24/2024,373,300,6,,
1131,1/5/2023,75,119,7,,
1132,6/25/2024,448,598,8,,
1133,5/24/2024,547,965,2,,
1134,3/9/2024,492,724,5,,
1135,9/15/2024,295,306,1,,
1136,12/10/2024,225,666,3,,
1137,12/24/2024,312,921,2,,
1138,2/10/2023,938,936,4,,
1139,10/25/2024,780,830,2,,
1140,9/24/2023,851,4,8,,
1141,1/24/2025,836,246,6,,
1142,9/16/2023,334,92,1,,
1143,3/7/2024,154,129,4,,
1144,12/31/2024,701,840,4,,
1145,1/6/2024,875,443,9,,
1146,4/14/2025,159,703,10,,
1147,9/28/2024,32,105,1,,
1148,4/16/2023,603,971,10,,
1149,1/13/2025,229,185,8,,
1150,3/1/2024,920,213,2,,
1151,4/11/2025,350,307,7,,
1152,6/18/2025,357,264,6,,
1153,5/17/2025,628,606,9,,
1154,1/24/2023,508,481,2,,
1155,11/14/2023,576,423,6,,
1156,4/26/2025,686,61,8,,
1157,9/13/2023,615,44,1,,
1158,4/1/2024,496,731,4,,
1159,7/5/2024,330,724,2,,
1160,12/21/2023,625,899,8,,
1161,9/10/2024,798,503,10,,
1162,6/3/2024,382,293,10,,
1163,6/26/2024,236,500,6,,
1164,3/3/2023,940,117,7,,
1165,8/16/2024,890,824,6,,
1166,12/15/2023,617,335,7,,
1167,1/22/2024,496,372,5,,
1168,5/14/2024,307,269,9,,
1169,6/18/2024,94,414,6,,
1170,5/3/2025,555,297,9,,
1171,5/15/2024,859,482,2,,
1172,6/5/2025,369,413,2,,
1173,6/1/2025,121,118,7,,
1174,11/16/2023,65,490,2,,
1175,9/1/2023,614,758,7,,
1176,10/15/2023,461,829,8,,
1177,5/27/2023,775,867,8,,
1178,6/5/2024,234,521,2,,
1179,7/23/2023,238,436,1,,
1180,3/22/2025,785,270,10,,
1181,6/26/2025,359,117,5,,
1182,11/2/2024,892,567,10,,
1183,1/16/2023,208,945,6,,
1184,3/3/2025,452,218,5,,
1185,5/2/2023,23,494,5,,
1186,3/13/2023,272,853,10,,
1187,11/4/2024,358,496,8,,
1188,2/15/2024,798,750,9,,
1189,7/14/2023,388,837,3,,
1190,3/2/2024,29,187,7,,
1191,1/7/2025,533,829,2,,
1192,6/12/2025,862,489,5,,
1193,4/6/2025,653,693,6,,
1194,5/23/2024,684,113,4,,
1195,5/6/2025,893,136,9,,
1196,7/31/2024,72,122,9,,
1197,3/7/2024,98,673,5,,
1198,7/1/2024,978,972,5,,
1199,4/5/2025,734,248,3,,
1200,5/18/2023,914,598,7,,
1201,10/9/2023,551,722,1,,
1202,7/7/2024,314,957,1,,
1203,12/25/2024,655,340,1,,
1204,2/24/2024,335,159,3,,
1205,1/30/2024,773,873,4,,
1206,12/11/2024,333,122,8,,
1207,1/19/2025,640,758,4,,
1208,10/26/2023,636,231,2,,
1209,2/15/2024,108,738,6,,
1210,8/10/2023,636,817,1,,
1211,8/6/2023,19,522,9,,
1212,5/7/2025,853,286,10,,
1213,9/4/2024,97,569,6,,
1214,5/23/2023,126,189,5,,
1215,1/29/2024,419,223,10,,
1216,2/15/2023,933,572,9,,
1217,1/28/2024,925,751,8,,
1218,3/19/2023,177,313,2,,
1219,8/6/2024,215,826,10,,
1220,8/3/2024,997,140,8,,
1221,10/16/2024,266,871,10,,
1222,4/2/2023,622,133,1,,
1223,12/29/2024,842,922,6,,
1224,2/29/2024,561,286,7,,
1225,7/22/2024,862,499,6,,
1226,7/1/2023,492,942,1,,
1227,3/25/2023,746,575,5,,
1228,12/21/2023,74,89,1,,
1229,11/3/2023,716,973,3,,
1230,3/7/2024,94,715,9,,
1231,6/24/2023,586,833,10,,
1232,4/9/2025,976,370,7,,
1233,5/28/2023,614,212,5,,
1234,2/1/2025,98,22,6,,
1235,11/24/2024,36,611,10,,
1236,2/15/2025,647,377,2,,
1237,2/23/2024,441,45,10,,
1238,6/10/2023,435,206,3,,
1239,7/27/2024,915,853,9,,
1240,2/9/2023,862,806,9,,
1241,5/1/2023,203,832,2,,
1242,8/26/2024,468,428,1,,
1243,1/27/2023,659,778,9,,
1244,8/13/2024,823,475,8,,
1245,1/11/2023,67,818,6,,
1246,2/9/2024,730,396,4,,
1247,11/22/2023,529,568,10,,
1248,4/28/2025,345,91,2,,
1249,7/27/2024,11,627,5,,
1250,3/12/2024,715,335,1,,
1251,1/30/2023,768,16,2,,
1252,4/7/2024,171,331,1,,
1253,2/7/2025,949,68,1,,
1254,10/20/2024,478,426,5,,
1255,11/30/2024,402,612,1,,
1256,10/26/2023,471,434,6,,
1257,2/20/2023,943,861,2,,
1258,12/30/2023,209,15,10,,
1259,12/10/2024,423,777,4,,
1260,1/2/2023,488,184,9,,
1261,12/15/2024,423,424,1,,
1262,1/14/2025,903,416,10,,
1263,1/10/2024,57,136,7,,
1264,10/18/2024,881,246,7,,
1265,6/11/2024,44,284,3,,
1266,7/22/2024,593,112,1,,
1267,10/19/2023,378,382,5,,
1268,11/28/2024,875,182,10,,
1269,5/11/2023,491,207,2,,
1270,5/14/2024,625,231,5,,
1271,1/23/2024,898,31,5,,
1272,2/12/2024,262,66,2,,
1273,8/14/2024,163,297,3,,
1274,5/21/2025,140,879,8,,
1275,8/11/2023,383,709,4,,
1276,6/20/2024,533,57,8,,
1277,3/4/2023,525,416,8,,
1278,4/28/2025,353,171,7,,
1279,5/16/2024,670,891,5,,
1280,6/3/2024,585,495,7,,
1281,8/23/2024,648,68,6,,
1282,3/19/2025,572,213,7,,
1283,3/9/2024,970,703,9,,
1284,1/29/2024,846,314,10,,
1285,12/1/2023,635,357,6,,
1286,9/29/2024,868,991,5,,
1287,6/3/2025,457,435,3,,
1288,11/19/2024,349,920,3,,
1289,5/15/2023,590,118,6,,
1290,5/28/2023,7,105,8,,
1291,1/14/2025,514,124,4,,
1292,10/29/2024,752,423,6,,
1293,8/14/2023,78,456,9,,
1294,4/6/2023,749,718,5,,
1295,2/20/2023,812,385,7,,
1296,1/1/2023,145,301,4,,
1297,6/2/2024,630,483,10,,
1298,3/23/2024,571,411,1,,
1299,7/18/2024,857,347,7,,
1300,4/12/2024,823,723,7,,
1301,2/15/2023,494,924,3,,
1302,5/3/2024,833,668,4,,
1303,6/22/2025,786,272,4,,
1304,2/9/2025,397,342,8,,
1305,1/4/2024,11,268,9,,
1306,10/11/2024,460,170,5,,
1307,4/3/2025,789,464,5,,
1308,3/5/2025,190,746,6,,
1309,3/19/2025,630,992,2,,
1310,1/6/2025,231,890,10,,
1311,6/9/2024,278,982,5,,
1312,7/14/2024,91,224,5,,
1313,4/19/2025,703,684,3,,
1314,1/18/2024,148,598,5,,
1315,10/22/2023,57,329,6,,
1316,11/3/2024,811,12,1,,
1317,8/9/2024,840,325,3,,
1318,9/24/2023,474,372,10,,
1319,12/31/2023,342,803,3,,
1320,9/15/2024,905,669,9,,
1321,9/16/2023,659,876,5,,
1322,1/16/2023,524,284,3,,
1323,10/8/2023,122,318,5,,
1324,4/18/2024,871,716,1,,
1325,2/16/2024,444,574,9,,
1326,7/14/2024,254,547,2,,
1327,9/3/2023,36,475,2,,
1328,4/20/2025,624,837,4,,
1329,2/22/2025,36,103,4,,
1330,1/20/2023,308,262,1,,
1331,12/7/2023,679,37,5,,
1332,7/16/2023,83,130,2,,
1333,4/20/2024,610,646,4,,
1334,4/14/2023,642,920,10,,
1335,8/7/2024,427,896,4,,
1336,3/17/2024,801,606,8,,
1337,4/16/2025,870,476,8,,
1338,4/12/2023,952,899,8,,
1339,7/1/2024,519,273,4,,
1340,9/7/2024,101,234,2,,
1341,4/3/2024,951,735,4,,
1342,1/11/2023,912,447,6,,
1343,7/15/2024,685,318,10,,
1344,12/5/2024,455,920,3,,
1345,9/5/2023,585,626,1,,
1346,5/20/2025,487,739,7,,
1347,4/17/2024,559,130,9,,
1348,12/19/2023,439,760,4,,
1349,5/26/2023,785,480,1,,
1350,11/17/2023,152,73,3,,
1351,11/23/2023,479,307,6,,
1352,11/2/2023,446,891,5,,
1353,2/18/2025,571,23,2,,
1354,10/10/2023,132,479,9,,
1355,4/21/2024,413,487,3,,
1356,1/2/2025,771,886,1,,
1357,3/30/2024,34,39,4,,
1358,2/1/2023,87,396,2,,
1359,3/21/2025,954,132,7,,
1360,6/4/2025,44,214,7,,
1361,8/8/2024,157,806,5,,
1362,12/19/2023,444,802,5,,
1363,9/18/2024,509,466,3,,
1364,4/5/2025,17,83,3,,
1365,7/5/2024,24,235,2,,
1366,4/24/2024,756,903,3,,
1367,9/2/2024,147,341,6,,
1368,4/10/2025,542,370,9,,
1369,3/24/2025,337,188,3,,
1370,11/7/2023,477,107,4,,
1371,4/20/2025,16,778,7,,
1372,11/8/2023,303,482,1,,
1373,7/21/2023,124,932,6,,
1374,1/4/2024,195,464,6,,
1375,12/20/2024,131,390,1,,
1376,12/1/2024,905,805,5,,
1377,2/20/2023,998,181,7,,
1378,9/9/2023,576,775,2,,
1379,3/12/2023,697,397,7,,
1380,2/19/2025,319,777,1,,
1381,2/2/2025,625,909,9,,
1382,12/31/2023,450,472,8,,
1383,6/16/2025,697,121,10,,
1384,5/5/2025,589,196,2,,
1385,8/15/2024,54,236,1,,
1386,2/12/2023,616,739,3,,
1387,11/13/2023,70,35,9,,
1388,8/8/2023,646,16,6,,
1389,5/22/2024,794,628,6,,
1390,9/6/2024,64,939,7,,
1391,9/2/2024,906,615,1,,
1392,2/23/2025,29,62,2,,
1393,9/12/2023,694,175,4,,
1394,10/5/2023,917,955,4,,
1395,9/29/2023,422,900,10,,
1396,5/7/2023,117,878,7,,
1397,8/20/2024,903,91,7,,
1398,6/28/2024,868,603,2,,
1399,1/3/2024,518,981,9,,
1400,3/9/2025,344,214,6,,
1401,10/24/2024,67,431,2,,
1402,1/3/2025,932,861,5,,
1403,12/19/2024,210,259,1,,
1404,3/25/2023,973,651,4,,
1405,4/20/2024,719,384,8,,
1406,9/10/2023,436,387,7,,
1407,8/10/2024,696,283,5,,
1408,3/29/2024,580,670,8,,
1409,6/14/2025,403,688,1,,
1410,1/17/2024,174,869,4,,
1411,6/3/2025,370,987,7,,
1412,4/16/2025,784,260,5,,
1413,6/5/2024,26,670,5,,
1414,8/19/2023,774,48,9,,
1415,4/8/2023,194,312,6,,
1416,9/8/2023,604,595,8,,
1417,7/10/2023,53,176,7,,
1418,5/27/2023,673,465,5,,
1419,11/30/2024,330,27,9,,
1420,8/7/2024,800,641,8,,
1421,4/16/2023,846,147,6,,
1422,6/3/2025,319,378,5,,
1423,7/20/2023,514,839,1,,
1424,6/17/2024,433,671,7,,
1425,6/18/2024,574,324,3,,
1426,4/14/2024,16,333,2,,
1427,5/10/2024,735,274,5,,
1428,8/16/2024,724,84,6,,
1429,2/19/2024,66,47,5,,
1430,8/26/2024,939,680,4,,
1431,9/5/2023,354,770,8,,
1432,9/10/2023,206,369,2,,
1433,8/12/2024,482,361,2,,
1434,3/25/2025,773,443,8,,
1435,12/20/2024,571,107,1,,
1436,7/27/2024,781,915,9,,
1437,5/24/2025,338,54,3,,
1438,5/3/2024,188,266,1,,
1439,8/1/2023,23,783,2,,
1440,12/7/2023,556,730,8,,
1441,1/9/2025,227,444,6,,
1442,1/13/2025,822,177,5,,
1443,1/24/2024,261,151,9,,
1444,9/28/2024,335,527,2,,
1445,4/24/2024,748,619,8,,
1446,1/25/2023,899,650,5,,
1447,1/19/2025,774,721,2,,
1448,5/21/2023,919,211,1,,
1449,5/7/2025,669,250,4,,
1450,11/10/2024,647,893,4,,
1451,2/19/2025,731,378,4,,
1452,4/12/2023,244,236,5,,
1453,2/11/2025,848,267,3,,
1454,7/26/2023,170,21,4,,
1455,3/31/2024,701,290,10,,
1456,3/31/2024,434,464,6,,
1457,2/4/2023,522,914,6,,
1458,9/28/2023,515,780,6,,
1459,7/5/2023,60,277,9,,
1460,8/27/2024,492,290,3,,
1461,1/18/2024,413,317,2,,
1462,9/15/2023,542,168,4,,
1463,3/23/2025,25,857,1,,
1464,9/6/2023,858,965,4,,
1465,4/8/2025,752,478,8,,
1466,3/18/2024,598,213,4,,
1467,7/17/2024,160,713,6,,
1468,5/5/2024,913,963,3,,
1469,1/29/2023,433,171,9,,
1470,1/27/2025,49,941,2,,
1471,2/9/2025,170,800,3,,
1472,2/13/2024,844,324,10,,
1473,1/7/2023,723,270,7,,
1474,1/7/2023,207,977,5,,
1475,12/27/2023,566,595,3,,
1476,10/26/2024,27,273,10,,
1477,6/15/2024,500,728,6,,
1478,5/27/2023,828,807,10,,
1479,11/21/2023,162,635,6,,
1480,12/4/2023,870,217,9,,
1481,5/16/2023,180,797,6,,
1482,10/30/2023,674,801,6,,
1483,6/24/2024,602,316,5,,
1484,3/7/2025,117,883,9,,
1485,3/28/2025,671,480,6,,
1486,1/19/2025,483,21,3,,
1487,12/11/2024,800,932,2,,
1488,6/1/2025,186,470,8,,
1489,1/7/2024,598,557,7,,
1490,8/29/2023,666,973,1,,
1491,7/7/2024,372,199,3,,
1492,6/28/2025,207,299,4,,
1493,8/30/2023,897,640,5,,
1494,3/5/2025,184,812,9,,
1495,1/8/2025,664,455,9,,
1496,2/1/2025,35,912,6,,
1497,2/22/2024,963,963,1,,
1498,1/18/2025,685,313,5,,
1499,5/8/2023,379,46,8,,
1500,4/27/2025,849,839,4,,
1501,9/23/2024,190,153,10,,
1502,7/11/2024,644,800,9,,
1503,1/30/2023,719,270,4,,
1504,3/30/2025,361,546,7,,
1505,9/15/2023,270,546,5,,
1506,8/22/2023,235,690,9,,
1507,5/18/2023,854,840,9,,
1508,4/10/2024,267,931,6,,
1509,1/5/2023,155,106,1,,
1510,7/31/2024,911,45,2,,
1511,4/18/2025,686,48,3,,
1512,6/11/2023,893,159,2,,
1513,6/7/2024,110,835,5,,
1514,5/8/2025,20,572,6,,
1515,4/23/2024,402,55,7,,
1516,2/14/2023,127,919,5,,
1517,10/17/2023,127,11,10,,
1518,5/18/2025,359,498,6,,
1519,1/5/2023,369,145,5,,
1520,9/19/2023,747,940,6,,
1521,11/4/2023,226,143,10,,
1522,7/13/2023,898,923,2,,
1523,12/23/2024,912,885,3,,
1524,8/8/2023,435,601,7,,
1525,9/15/2023,422,966,6,,
1526,4/11/2025,326,30,3,,
1527,2/27/2025,442,716,7,,
1528,11/16/2024,420,920,10,,
1529,1/4/2025,331,801,6,,
1530,7/10/2024,671,456,6,,
1531,3/15/2024,897,978,2,,
1532,12/10/2023,239,263,4,,
1533,10/24/2023,732,964,3,,
1534,1/12/2024,117,880,2,,
1535,11/19/2023,898,784,5,,
1536,7/18/2023,51,478,5,,
1537,4/10/2023,713,791,9,,
1538,8/26/2023,112,926,7,,
1539,5/23/2025,614,473,9,,
1540,1/12/2025,596,974,5,,
1541,8/11/2023,859,115,7,,
1542,5/30/2024,483,557,7,,
1543,4/26/2024,554,892,8,,
1544,1/30/2025,518,622,3,,
1545,8/9/2024,16,164,10,,
1546,2/24/2025,118,679,10,,
1547,8/12/2024,420,785,3,,
1548,1/20/2023,28,318,2,,
1549,4/6/2025,823,987,3,,
1550,3/28/2023,674,862,3,,
1551,8/12/2024,522,669,6,,
1552,12/27/2023,910,882,2,,
1553,6/12/2023,602,360,9,,
1554,5/18/2024,790,58,4,,
1555,2/18/2024,172,32,6,,
1556,4/4/2023,983,297,6,,
1557,11/1/2023,179,220,3,,
1558,8/26/2023,861,430,1,,
1559,2/8/2023,611,867,2,,
1560,4/21/2025,967,30,10,,
1561,2/11/2025,217,48,1,,
1562,1/19/2025,517,984,2,,
1563,4/2/2023,485,634,1,,
1564,2/28/2024,742,167,6,,
1565,8/31/2024,411,312,6,,
1566,5/2/2024,848,327,3,,
1567,2/10/2025,278,525,3,,
1568,5/30/2025,249,400,7,,
1569,10/4/2024,831,849,7,,
1570,11/17/2023,29,327,2,,
1571,4/21/2024,880,677,2,,
1572,2/28/2025,898,365,2,,
1573,12/8/2024,643,124,4,,
1574,5/10/2025,40,74,3,,
1575,10/8/2023,299,17,7,,
1576,6/24/2024,75,990,1,,
1577,11/19/2024,14,379,7,,
1578,2/4/2024,785,706,7,,
1579,12/30/2023,478,466,10,,
1580,3/2/2023,828,52,6,,
1581,8/17/2024,813,307,4,,
1582,9/9/2024,695,51,6,,
1583,4/28/2023,343,344,7,,
1584,10/7/2024,251,913,10,,
1585,10/7/2023,597,675,10,,
1586,3/14/2023,223,484,9,,
1587,1/12/2024,38,733,9,,
1588,4/29/2025,178,411,7,,
1589,4/21/2023,157,610,10,,
1590,1/17/2025,130,450,8,,
1591,4/25/2024,414,538,3,,
1592,7/4/2023,423,297,6,,
1593,1/25/2025,750,605,2,,
1594,2/23/2025,122,166,3,,
1595,3/22/2023,891,100,5,,
1596,3/30/2024,814,791,1,,
1597,4/17/2024,167,948,4,,
1598,1/23/2023,258,728,7,,
1599,11/8/2024,623,2,8,,
1600,7/12/2024,256,752,2,,
1601,6/3/2024,149,434,7,,
1602,7/8/2024,155,692,3,,
1603,5/1/2023,815,327,7,,
1604,10/28/2024,206,287,1,,
1605,7/25/2024,840,850,1,,
1606,12/16/2023,268,944,8,,
1607,3/11/2025,573,840,1,,
1608,4/28/2025,695,228,7,,
1609,3/22/2023,359,579,1,,
1610,6/19/2023,218,168,5,,
1611,10/23/2024,835,685,2,,
1612,6/5/2024,543,878,1,,
1613,12/4/2024,802,721,8,,
1614,3/2/2024,878,844,5,,
1615,4/2/2025,956,370,8,,
1616,12/29/2024,473,752,8,,
1617,8/15/2023,618,793,1,,
1618,9/10/2024,110,282,10,,
1619,3/3/2023,503,501,7,,
1620,3/16/2024,560,818,10,,
1621,4/26/2025,497,971,3,,
1622,11/15/2023,604,48,2,,
1623,1/25/2024,856,15,4,,
1624,10/23/2023,366,281,2,,
1625,4/21/2024,294,965,3,,
1626,5/1/2024,175,862,10,,
1627,10/19/2023,315,482,7,,
1628,4/18/2025,895,479,10,,
1629,5/16/2025,554,367,3,,
1630,7/1/2024,271,24,6,,
1631,12/20/2023,415,303,8,,
1632,3/16/2023,223,720,9,,
1633,7/12/2024,795,178,8,,
1634,6/20/2023,219,8,10,,
1635,12/7/2024,98,437,8,,
1636,10/14/2024,262,256,4,,
1637,10/20/2024,626,151,9,,
1638,6/1/2024,643,611,9,,
1639,1/6/2023,778,951,6,,
1640,12/24/2024,922,481,4,,
1641,8/8/2024,1000,789,3,,
1642,4/16/2023,944,303,8,,
1643,3/24/2025,102,382,2,,
1644,10/19/2024,923,686,6,,
1645,4/4/2024,708,940,7,,
1646,7/1/2023,990,644,5,,
1647,8/3/2024,437,383,3,,
1648,10/3/2023,185,21,3,,
1649,8/2/2024,304,486,3,,
1650,4/26/2023,36,100,3,,
1651,7/26/2023,414,327,10,,
1652,12/6/2024,687,900,6,,
1653,12/6/2024,724,372,4,,
1654,7/26/2023,60,171,7,,
1655,3/9/2024,619,255,6,,
1656,2/13/2024,714,256,3,,
1657,8/6/2024,44,581,10,,
1658,9/1/2023,814,572,10,,
1659,12/31/2024,898,143,7,,
1660,5/14/2024,387,570,9,,
1661,4/10/2023,109,139,2,,
1662,3/22/2023,380,411,3,,
1663,3/1/2025,361,31,2,,
1664,12/6/2024,153,968,7,,
1665,11/3/2023,327,578,6,,
1666,5/28/2025,392,887,4,,
1667,10/15/2023,598,44,10,,
1668,5/25/2023,909,762,5,,
1669,1/24/2025,905,880,3,,
1670,1/18/2023,219,973,2,,
1671,1/20/2025,105,972,5,,
1672,7/10/2023,836,648,4,,
1673,3/14/2025,806,480,9,,
1674,10/2/2024,425,316,9,,
1675,3/20/2023,655,394,3,,
1676,2/17/2023,524,24,1,,
1677,3/4/2025,227,393,9,,
1678,5/4/2023,145,763,6,,
1679,3/3/2024,887,839,1,,
1680,10/20/2024,664,913,4,,
1681,11/2/2023,490,764,2,,
1682,1/20/2025,596,597,3,,
1683,6/13/2023,562,167,9,,
1684,9/22/2023,492,737,10,,
1685,5/19/2024,353,820,6,,
1686,7/6/2024,871,731,10,,
1687,4/3/2025,174,579,4,,
1688,1/30/2023,8,333,2,,
1689,5/19/2025,384,102,4,,
1690,5/31/2025,65,468,1,,
1691,4/18/2025,564,552,6,,
1692,2/26/2023,329,880,8,,
1693,11/20/2023,636,269,10,,
1694,1/12/2024,77,464,9,,
1695,6/8/2025,486,587,6,,
1696,11/25/2023,944,801,3,,
1697,10/3/2023,96,938,4,,
1698,8/17/2024,579,672,3,,
1699,4/16/2024,631,311,1,,
1700,2/21/2023,541,71,2,,
1701,1/6/2023,536,525,7,,
1702,4/18/2023,664,963,2,,
1703,6/5/2024,886,141,8,,
1704,4/24/2025,445,878,8,,
1705,1/13/2024,672,733,2,,
1706,8/26/2024,782,598,6,,
1707,9/25/2024,167,693,4,,
1708,1/16/2024,278,970,6,,
1709,5/31/2024,949,655,1,,
1710,4/10/2023,684,228,9,,
1711,2/4/2025,590,537,1,,
1712,7/3/2023,750,820,4,,
1713,2/9/2023,979,385,8,,
1714,5/10/2023,466,54,5,,
1715,5/8/2023,255,280,9,,
1716,1/2/2024,243,269,6,,
1717,10/6/2024,210,878,2,,
1718,1/26/2025,205,717,1,,
1719,7/7/2024,268,427,9,,
1720,5/12/2023,156,726,1,,
1721,4/14/2025,952,278,8,,
1722,7/11/2023,341,16,3,,
1723,12/15/2023,598,92,2,,
1724,8/8/2024,615,840,1,,
1725,4/24/2023,860,773,5,,
1726,3/26/2023,213,143,5,,
1727,2/8/2024,660,744,1,,
1728,6/6/2025,690,435,8,,
1729,4/4/2024,766,841,2,,
1730,3/12/2025,276,227,6,,
1731,8/3/2024,994,964,8,,
1732,5/11/2023,862,183,3,,
1733,10/8/2023,469,569,7,,
1734,4/5/2023,947,418,8,,
1735,9/2/2024,331,202,10,,
1736,1/21/2024,389,758,8,,
1737,5/17/2024,899,246,7,,
1738,11/6/2023,746,15,6,,
1739,4/3/2025,546,777,5,,
1740,6/19/2024,275,15,6,,
1741,6/1/2024,129,850,4,,
1742,9/30/2024,768,466,1,,
1743,3/9/2025,837,318,3,,
1744,4/28/2025,414,284,1,,
1745,7/26/2024,318,94,3,,
1746,4/15/2023,900,180,9,,
1747,5/21/2023,544,386,10,,
1748,5/27/2023,234,501,3,,
1749,2/2/2023,876,586,9,,
1750,9/4/2023,402,407,3,,
1751,4/6/2023,159,503,8,,
1752,9/25/2023,58,475,5,,
1753,5/17/2023,407,601,9,,
1754,6/1/2025,376,650,6,,
1755,1/1/2023,869,862,1,,
1756,7/7/2024,444,167,6,,
1757,10/30/2024,640,540,8,,
1758,3/14/2025,803,450,10,,
1759,3/14/2025,638,547,7,,
1760,10/21/2023,247,732,2,,
1761,3/15/2024,987,396,9,,
1762,3/26/2024,760,759,1,,
1763,2/23/2024,833,503,7,,
1764,9/24/2024,718,814,5,,
1765,2/7/2023,922,282,3,,
1766,4/22/2024,461,793,2,,
1767,6/14/2023,931,659,7,,
1768,1/18/2024,517,209,3,,
1769,4/15/2023,93,762,9,,
1770,10/19/2023,622,430,7,,
1771,5/9/2024,902,212,10,,
1772,6/28/2025,163,189,1,,
1773,6/2/2024,829,790,2,,
